establecimiento_id,establecimiento_nombre_comercial,direccion,direccion_municipio_nombre,direccion_localidad_nombre,direccion_codigo_postal,numero_dormitorios_individuales_,numero_dormitorios_dobles_explot,plazas,longitud,latitud
VV-38-4-0104893,Apartamentos Herz,Calle Bruselas 4   00 2,Granadilla De Abona,_U,38612,0,0,2,-16.528942,28.050972
VV-38-4-0104894,Vista Teide,Calle Fray Diego 44,Tacoronte,_U,38350,0,0,2,-16.401749,28.489914
VV-38-4-0104895,Apartamentos Herz,Calle Bruselas 4   00 3,Granadilla De Abona,_U,38612,0,0,2,-16.528942,28.050972
VV-38-4-0104896,Beby'S House,Calle La Tosca 5 7  0 5,Adeje,_U,38678,1,2,5,-16.7791,28.127438
VV-38-4-0104897,Familia P&K,Avenida Antonio Dominguez 9 6   27,Arona,_U,38650,0,3,6,-16.725546,28.056854
VV-38-4-0104898,Casa Cilia,Camino Los Cuchillos 10    12,Candelaria,_U,38530,0,2,4,-16.40029,28.355751
VV-38-4-0104899,Caridad Moreno Clemente,Calle Brasil 1 I 4 Bajo 13,Granadilla De Abona,_U,38612,1,2,5,-16.53492,28.045147
VV-38-4-0104900,Immofigeys S.L ,Avenida Adeje 300 19 Edifico 5.1  Bajo D 1-D,Adeje,_U,38678,2,1,4,-16.770338,28.122469
VV-38-4-0104901,Villa Itaca,Laurel 16,El Rosario,_U,38109,1,3,7,-16.331503,28.408154
VV-38-4-0104902,El Rincosito De Villalba Hervás,Calle Villalba Hervas 6   2 A,Santa Cruz Tenerife,_U,38002,1,1,3,-16.248503,28.467918
VV-38-4-0104904,Acevedotell,Victor Machado 36,Puerto De La Cruz,_U,38400,1,2,5,-16.565912,28.411415
VV-38-4-0104905,Nordic,Cl Dacil  9 B,Puerto De La Cruz,_U,38400,0,1,3,-16.564651,28.410606
VV-38-4-0104907,Vanilla,Cl Dacil 9  B,Puerto De La Cruz,_U,38400,0,1,3,-16.564651,28.410606
VV-38-4-0104908,Casa Antonio,Calle Juan Xxiii 30   3,Arona,_U,38650,1,1,3,-16.719742,28.051455
VV-38-4-0104909,Orlando 85 Nº 202,C/ Antonio Navarro - Orlando 2  4 02 02,Adeje,_U,38660,0,1,3,-16.730389,28.082678
VV-38-4-0104910,Casa Luisa,Calle Dorada 12 2  1 33,Arona,_U,38631,0,1,3,-16.653221,28.022717
VV-38-4-0104911,Apartamentos Pilar,Calle Nueva 31,Arico,_U,38588,1,1,3,-16.434767,28.164085
VV-38-4-0104912,Apartamentos Pilar,Calle Nueva 33,Arico,_U,38588,1,1,3,-16.434767,28.164085
VV-38-4-0104913,Cañaveral 22,Camino Cañaveral  22,San Cristobal De La Laguna,_U,38208,2,3,8,-16.31233,28.494602
VV-38-4-0104914,La Quinta View,Cl Bicacarera 21 2   206,Santa Ursula,_U,38390,0,0,2,-16.495749,28.429039
VV-38-4-0104915,Green Park 424,Avenida J.M. Galvan Bello  3 Cid  4 24,San Miguel De Abona,_U,38639,0,0,2,-16.611639,28.02947
VV-38-4-0104916,La Casa Del Chorro,Calle El Chorro 15,Buenavista Del Norte,_U,38480,1,1,3,-16.852095,28.371479
VV-38-4-0104917,Eco-Refujio Teide Alma Verde,Caserio San Pablo 8,Icod De Los Vinos,_U,38438,0,3,6,-16.703583,28.354904
VV-38-4-0104918,Casita Igueste Iii,Calle Reverendo Padre Simon Higuera 8,Candelaria,_U,38500,0,0,2,-16.374887,28.383244
VV-38-4-0104919,Edificio Vista Azul,Carretera General De Punta Del Hidalgo 61    Bajo Izquierda,San Cristobal De La Laguna,_U,38240,1,2,5,-16.330265,28.564953
VV-38-4-0104920,Mistica,"Rosal,El 1  1  3",Arona,_U,38627,0,1,3,-16.675306,28.079708
VV-38-4-0104922,Casa Aire,Calle Punta Carretera 1   Plta 01 Pta 02,Puerto De La Cruz,_U,38400,2,1,4,-16.547691,28.414804
VV-38-4-0104923,Lrc Holiday,Calle Los Calados 1  A 3 A,Santa Cruz Tenerife,_U,38111,5,1,7,-16.301355,28.425243
VV-38-4-0104924,Casa Garoe,Calle Puerto Viejo 3   Plta 3 Pta 1,Puerto De La Cruz,_U,38400,1,2,5,-16.551456,28.416098
VV-38-4-0104925,Casa Fillo,Camino San Pablo 9    B,Icod De Los Vinos,_U,38430,0,1,3,-16.704739,28.353775
VV-38-4-0104926,Jack Holiday,Calle Los Calados 1  A 4 C,Santa Cruz Tenerife,_U,38111,1,2,5,-16.301355,28.425243
VV-38-4-0104928,Casa Camellia ,Calle Carril De Billete 17,Tacoronte,_U,38355,0,3,6,-16.402515,28.46423
VV-38-4-0104929,Apartamento En La Estrella - Los Cristianos ,Calle Coronel  6   6 56,Arona,_U,38650,0,1,3,-16.714716,28.050848
VV-38-4-0104930,Carolas,C/ Mesa Del Mar 134  1 4 4,Tacoronte,_U,38350,0,0,2,-16.425119,28.502556
VV-38-4-0104931,Caserio La Tablada ,Calle Tablada  21,Icod De Los Vinos,_U,38434,1,2,5,-16.702202,28.365837
VV-38-4-0104932,Sn Diego,San Diego 31,San Cristobal De La Laguna,_U,38006,4,2,8,-16.322605,28.494379
VV-38-4-0104934,Casa Pura Vida,Calle El Galeon  10,Puerto De La Cruz,_U,38400,1,1,3,-16.563387,28.407141
VV-38-4-0104935,Vivienda Vacacional,Calle Eucalipto 1 1  1 37,Adeje,_U,38670,0,1,3,-16.727791,28.09487
VV-38-4-0104936,Apartamento S/C,Calle Santiago 8   4 A,Santa Cruz Tenerife,_U,38002,0,1,3,-16.250492,28.470709
VV-38-4-0104937,Ifonche,Cl Santo Domingo 14,Vilaflor De Chasna,_U,38613,0,1,3,-16.636732,28.156528
VV-38-4-0104938,Maresía,Cl Mequinez  48,Puerto De La Cruz,_U,38400,0,5,10,-16.553589,28.417707
VV-38-4-0104939,Cielo De Abades,Avenida Resistiré 23 3  1 A3,Arico,_U,38588,2,1,4,-16.446104,28.14357
VV-38-4-0104940,11 Break Home,Duggi 11   2 Unica,Santa Cruz Tenerife,_U,38004,1,2,5,-16.257673,28.4653
VV-38-4-0104941,Casa  Corina,Avenida  Ámsterdam 03   P - M3 -21,Arona,_U,38650,0,1,3,0,0
VV-38-4-0104942,El Cachorro,De La Iglesia 26,San Miguel De Abona,_U,38620,2,2,6,-16.618254,28.097759
VV-38-4-0104943,Golf Del Sur Deluxe,Calle Jose Maria Galvan Bello 3 2  1 03,San Miguel De Abona,_U,38639,0,0,2,-16.611639,28.02947
VV-38-4-0104944,Villa San Blas 4,Calle De Las Higueras 3    64,San Miguel De Abona,_U,38639,0,3,6,-16.599731,28.029825
VV-38-4-0104945,El Silencio,Calle Flor De La Ladera 11,Candelaria,_U,38540,0,4,8,-16.389517,28.366739
VV-38-4-0104946,Bellamar 25,Calle Roque Los Muchachos 25    25,Adeje,_U,38679,0,1,3,0,0
VV-38-4-0104947,Vivienda Vacacional Los Campitos,Camino De La Hoya 7,Santa Cruz Tenerife,_U,38130,0,4,8,-16.267788,28.489071
VV-38-4-0104948,Relaxinlabeach,Calle Noelia Afonso Cabrera 8   2 D6,Arona,_U,38650,0,3,6,-16.730551,28.058666
VV-38-4-0104949,Apartametnos Las Piramides I,Calle La Chacona 40,Guimar,_U,38500,0,1,3,-16.41308,28.320005
VV-38-4-0104950,Apartamentos Las Piramides Ii,Calle La Chacona 40,Guimar,_U,38500,0,1,3,-16.41308,28.320005
VV-38-4-0104951,Apartamentos Las Piramides Iii,Calle La Cahcona 40,Guimar,_U,38500,0,1,3,-16.41308,28.320005
VV-38-4-0104952,Vivienda Vacacional Carlomar,Calle El Drago 16    A,Santiago Del Teide,_U,38683,2,3,8,-16.841352,28.227251
VV-38-4-0104953,Casa Las Erillas,Cl Las Erillas 6,El Rosario,_U,38290,0,3,6,-16.37789,28.447018
VV-38-4-0104954,Casa Beta,Calle Antonio Diaz 25,Buenavista Del Norte,_U,38480,1,1,3,-16.853695,28.36792
VV-38-4-0104955,Martianez 124,Avda Cristobal Colon  26    124,Puerto De La Cruz,_U,38400,0,1,3,-16.540321,28.416199
VV-38-4-0104956,Karat Villa Uchova,Poligono 12 5,San Miguel De Abona,_U,38620,6,1,8,-16.630424,28.116404
VV-38-4-0104957,Mitesoro2,Calle La Lapa 11,Granadilla De Abona,_U,38618,2,1,4,-16.591196,28.030659
VV-38-4-0104958,Villa Mary,Calle Pedro José De Mendizabal  6,Santa Cruz Tenerife,_U,38009,1,3,7,-16.276104,28.459688
VV-38-4-0104959,La Afortunada,"Cl Portillo, El Portillo 6 1",La Orotava,_U,38300,8,0,8,-16.566267,28.296642
VV-38-4-0104960,Terraza De Los Realejos,Calle El Carmen 19   3 13,Los Realejos,_U,38410,1,1,3,0,0
VV-38-4-0104961,Ninel Home Tenerife,Calle Jilguero 9 5  1 F,Arona,_U,38632,0,1,3,-16.695845,28.024771
VV-38-4-0104962,Giovanni Y Rosa,Calle El Lance 113    B,Icod De Los Vinos,_U,38430,1,2,5,-16.717617,28.349983
VV-38-4-0104963,Los Geranios 504,Av. De España  1    504,Adeje,_U,38660,0,1,3,-16.733179,28.078423
VV-38-4-0104964,El Camison 55,Avenida Antonio Dominguez 9 5   55,Arona,_U,38660,0,3,6,-16.725546,28.056854
VV-38-4-0104965,Oceano Indico,Cl Oceano Indico 13   8 17,San Cristobal De La Laguna,_U,38240,0,2,4,-16.332531,28.568842
VV-38-4-0104966,Casa El Mar Apto. Cueva,Cl. Toninas - Los Barrancos 120,Guimar,_U,38560,1,1,3,-16.392435,28.260471
VV-38-4-0104967,La Palmita Baja,Calle La Palmita 4  A,La Guancha,_U,38440,1,1,3,-16.651976,28.372721
VV-38-4-0104969,Iii Palmeras Albatros,Avda J.M.Galván Bello  S/N 5 5,San Miguel De Abona,_U,38639,1,1,3,-16.610853,28.026014
VV-38-4-0104970,La Palmita Alta Y Baja,Calle La Palmita 4  A,La Guancha,_U,38440,2,3,8,-16.651976,28.372721
VV-38-4-0104971,La Palmita Alta,Calle La Palmita 4  A,La Guancha,_U,38440,1,2,5,-16.651976,28.372721
VV-38-4-0104972,Maresía,Urbanización El Riego 3    19,San Cristobal De La Laguna,_U,38250,0,1,3,-16.349325,28.551367
VV-38-4-0104973,Solymar Primavera,Calle Tenbel 1   Bajo 423,Arona,_U,38630,0,1,3,-16.651815,28.011417
VV-38-4-0104974,Calle El Sol,Calle El Sol 6   3,Santiago Del Teide,_U,38683,0,1,3,-16.84203,28.235823
VV-38-4-0104975,Great Location 1 Bedroom W,Avda De España 10 B  00 07,Adeje,_U,38660,0,1,3,-16.732452,28.081224
VV-38-4-0104976,Apartamento Picasso,Calle La Tórtola  3   1 11,Adeje,_U,38670,0,1,3,-16.725597,28.12174
VV-38-4-0104977,El Mocan 21d,Calle Ruiseñor 8    21d,Arona,_U,38632,0,2,4,-16.695723,28.024113
VV-38-4-0104979,Atico Vista Al Teide Y Al Atlantico,Carrretera General Del Norte 189  189,La Victoria De Acentejo,_U,38390,0,1,3,-16.475977,28.430454
VV-38-4-0104980,Borello Consulting ,Cl Murcia  6   04 05,Adeje,_U,38660,2,1,4,-16.717779,28.090076
VV-38-4-0104981,Victoria Park 117,Apartamento Victoria Park 117 117,Santiago Del Teide,_U,38690,2,1,4,0,0
VV-38-4-0104984,Brisa Atlantica,Calle Baleares 8  A,Adeje,_U,38660,0,1,3,-16.722273,28.08688
VV-38-4-0104985,Atlantic  Terrace,Cl Baleares 8  A 5 2,Adeje,_U,38660,0,1,3,-16.722273,28.08688
VV-38-4-0104986,Villa Noé,Calle El Sauce 8,Adeje,_U,38679,3,2,7,-16.72401,28.09399
VV-38-4-0104987,Estrella Del Médano,Avenida Jose Miguel Galvan Bello 4   3 52,Granadilla De Abona,_U,38612,0,2,4,-16.535042,28.043324
VV-38-4-0104988,Nostramo Sl ,Calle Baleares 8   03 01,Adeje,_U,38660,0,2,4,-16.722273,28.08688
VV-38-4-0104989,Casa Jorge ,Calle General Serrano  21,Santa Cruz Tenerife,_U,38006,1,1,3,-16.258661,28.466505
VV-38-4-0104990,Casa Refugio Del Mar,Calle Almirante Cervera 5 Angeles  4 Derecha,Guimar,_U,38508,2,1,4,-16.373861,28.296513
VV-38-4-0104991,Alto Jardin                 ,Calle Pajara 1,Guimar,_U,38560,1,3,7,0,0
VV-38-4-0104992,Nostramo Sl ,Cl Baleares 8   5 5,Adeje,_U,38660,0,2,4,-16.722273,28.08688
VV-38-4-0104993,Opuntia,Cl Saturno 12 5   3c,La Orotava,_U,38300,2,1,4,-16.516825,28.390888
VV-38-4-0104994,La Casita De La Esperanza,Calle El Roquillo 12    A,El Rosario,_U,38290,0,3,6,-16.373905,28.452444
VV-38-4-0104995,Arafo Calvo Sotelo,Cl Calvo Sotelo 30,Santa Cruz Tenerife,_U,38550,2,2,6,-16.419182,28.341307
VV-38-4-0104996,Casa Mer,Urb. Palm Golf Country - Calle José María Galván Bello 51    51,San Miguel De Abona,_U,38639,2,1,4,-16.610912,28.031281
VV-38-4-0104997,Puerto Calle San Juan,Cl San Juan  2   04 01,Puerto De La Cruz,_U,38400,1,1,3,-16.550316,28.417238
VV-38-4-0104998,Penthouse With Panoramic Views,Calle Baleares  8 E  9 01,Adeje,_U,38660,0,1,3,-16.722273,28.08688
VV-38-4-0104999,Tu Casita En La Laguna,Calle Neptuno 6  1 1 19,San Cristobal De La Laguna,_U,38205,1,2,5,-16.305954,28.473576
VV-38-4-0105000,La Laguna Coslada,Cl Coslada 1 7  01 A,San Cristobal De La Laguna,_U,38204,1,3,7,-16.317411,28.485464
VV-38-4-0105001,Ocean Windows - Balcon Atlantico,Calle Baleares 8 E  8 01,Adeje,_U,38660,0,1,3,-16.722273,28.08688
VV-38-4-0105003,Diana 10 Pta 3,Calle Diana 10   0 3,Arona,_U,38630,0,0,2,-16.646013,28.006174
VV-38-4-0105004,Diana 10 Pta 4,Calle Diana  10   0 4,Arona,_U,38630,0,0,2,-16.646013,28.006174
VV-38-4-0105005,Diana 10 Pta 1,Calle Diana  10   0 1,Arona,_U,38630,0,0,2,-16.646013,28.006174
VV-38-4-0105006,Cosy Apartment Rooftop Terrace,Avenida La Arenita  11 J  1 31,Arona,_U,38632,0,1,3,-16.699392,28.022303
VV-38-4-0105007,Diana 10 Pta 2,Calle Diana 10   0 2,Arona,_U,38630,0,0,2,-16.646013,28.006174
VV-38-4-0105008,Marisol,Calle Irlanda 4  A 02 02,Adeje,_U,38660,1,1,3,-16.722273,28.082062
VV-38-4-0105009,Top Floor Ocean View Balcon,Cl Baleares 8   D402,Adeje,_U,38660,0,1,3,-16.722273,28.08688
VV-38-4-0105011,Diana 10 Pta 5,Calle Diana  10   0 5,Arona,_U,38630,0,0,2,-16.646013,28.006174
VV-38-4-0105013,Ocean Gardensunset Apartment,Calle Aljibe 9 05  06 06,Adeje,_U,38660,1,1,3,-16.773485,28.123545
VV-38-4-0105014,Callao Veintidos S.L.,Avenida La Galga 6 3 3 3 17,Adeje,_U,38678,0,2,4,-16.777668,28.128664
VV-38-4-0105015,La Rosa De Los Vientos Luxury Apartment,Avenida Austria 33,Adeje,_U,38660,1,1,3,-16.726307,28.081211
VV-38-4-0105016,Callao Veintidos S.L.,Avenida La Galga 6 7 7 0 3,Adeje,_U,38678,0,1,3,-16.778328,28.128736
VV-38-4-0105017,Casa Mochi,Ctra/Gral Punta Del Hidalgo 268    30,San Cristobal De La Laguna,_U,38240,1,2,5,-16.317879,28.570883
VV-38-4-0105018,Anna Beautiful Apartment,Calle El Coronel 2 1  6 1,Arona,_U,38650,1,1,3,-16.713388,28.050243
VV-38-4-0105019,Apartamento El Olivo,Calle Tomás Zerolo 21,La Orotava,_U,38300,0,2,4,-16.52478,28.391634
VV-38-4-0105020,Apartamento El Bambú,Calle Tomás Zerolo 21,La Orotava,_U,38300,0,1,3,-16.52478,28.391634
VV-38-4-0105021,Sol,Avenida Adeje 300 16   12 13,Adeje,_U,38678,1,1,3,-16.776056,28.122145
VV-38-4-0105022,Lux Villa Gourgeous Sunset View,Calle Aragon  21,Adeje,_U,38660,0,4,8,-16.710991,28.094059
VV-38-4-0105023,Alquilaencanarias-El Medano Delfines-2 Rooms,Calle Chile (Entrada Por Avda Magallanes 21) 9  1 2 04 (Pta 19),Granadilla De Abona,_U,38612,1,1,3,-16.53713,28.046459
VV-38-4-0105024,Royal Garden 1st Line Lux Studio,Avda Luis Diaz De Losada  5,Arona,_U,38660,0,0,2,-16.72872,28.05283
VV-38-4-0105025,Sunny Aloha Garden ,Calle Madrid 13 A  33 33a,Adeje,_U,38660,0,2,4,-16.723948,28.085058
VV-38-4-0105026,Sun-Kissed Vacation Home: 3br Retreat By The ,Calle Nivaria 15 11  2 12,Adeje,_U,38678,2,2,6,-16.785215,28.133194
VV-38-4-0105027,Liwia Beautiful Apartment,Calle El Coronel 2  1 02 04,Arona,_U,38650,1,1,3,-16.713388,28.050243
VV-38-4-0105028,Casa Maria 1,C/ Mar De Fondo 48    1,Guia Isora,_U,38687,1,1,3,-16.818165,28.184013
VV-38-4-0105029,Casa Maria 2,C/ Mar De Fonfo 48,Guia Isora,_U,38687,1,1,3,-16.818165,28.184013
VV-38-4-0105030,Chipeke,Calle Rodeo 12  01 00 05,Arona,_U,38650,0,1,3,-16.705568,28.052795
VV-38-4-0105031,17d Holiday Valley,Calle Suecia  3   1 17d,Adeje,_U,38660,0,1,3,-16.7255,28.077646
VV-38-4-0105032,Monica,Calle Venezuela 12  1 02 A,Guia Isora,_U,38687,0,2,4,-16.817179,28.181404
VV-38-4-0105033,Olympia Aparthotel 323,Cl. Venezuela 12    323,Adeje,_U,38660,0,0,2,-16.729052,28.071335
VV-38-4-0105034,El Beril,Urbanización El Beril 5ª Fase 1 1 1  100,Adeje,_U,38679,0,0,2,-16.74514,28.093756
VV-38-4-0105035,Olympia Aparthotel 322,Cl. Venezuela 12    322,Adeje,_U,38660,0,0,2,-16.729052,28.071335
VV-38-4-0105036,Vivienda La Estrella 16,Calle Astron  33   2 16,Arona,_U,38631,2,2,6,0,0
VV-38-4-0105037,Casa De Afriquita,Avenida Mencey De Abona 13    B,Granadilla De Abona,_U,38600,0,1,3,-16.577984,28.118181
VV-38-4-0105038,Casa Pascale2,Sesamo 3    5,Arona,_U,38630,2,1,4,-16.651312,28.013147
VV-38-4-0105039,Finca Hoyos Blancos,Calle La Jurada 7,Granadilla De Abona,_U,38611,0,2,4,-16.544092,28.080687
VV-38-4-0105040,Teide View,Calle Mar Rizada 26   7,Guia Isora,_U,38687,2,1,4,-16.817749,28.183174
VV-38-4-0105041,Andras Den,Calle Boston 4    412,Arona,_U,38650,0,1,3,-16.70854,28.053703
VV-38-4-0105042,Andras Den,Cl Isla Del Hierro  29   2 D,Guia Isora,_U,38687,0,1,3,-16.816963,28.181168
VV-38-4-0105043,Balcón Del Mar,C/Baleares 8 D   105,Adeje,_U,38660,0,1,3,-16.722273,28.08688
VV-38-4-0105044,Casa Los Abrigos Vista Mar,Calle El Sol 1   1 5,Granadilla De Abona,_U,38618,0,2,4,-16.593449,28.029348
VV-38-4-0105045,Casa Lucy Ii,C/La Corujera  30    A,Fasnia,_U,38579,1,1,3,-16.456097,28.23789
VV-38-4-0105046,"Villa ""Rico Del Sol""",Calle Almendro 18,Adeje,_U,38660,0,5,10,-16.727482,28.096443
VV-38-4-0105047,Vivienda Centrica Los Realejos,La Virgen 1   5 23,Los Realejos,_U,38410,2,1,4,-16.585861,28.387199
VV-38-4-0105048,Los Cristianos Breathtaking View Apartment,Calle Sierra Nevada  4    30,Arona,_U,38650,0,1,3,-16.703075,28.051832
VV-38-4-0105049,El Náutico 104,Rd San Miguel 14   0 104,San Miguel De Abona,_U,38639,0,1,3,-16.603706,28.025692
VV-38-4-0105050,Bodeguita El Ministro,Caserio El Miradero  28,Icod De Los Vinos,_U,38430,2,2,6,-16.686308,28.359499
VV-38-4-0105051,Paradise Apartment,Avenida Adeje 300 30 Bbs2   30,Adeje,_U,38678,2,2,6,-16.77088,28.121151
VV-38-4-0105052,Alina'S Nest,Paseo De Las Americas 46  Esc 1 Plta 6 Pta 01,Icod De Los Vinos,_U,38430,0,1,3,-16.722408,28.380341
VV-38-4-0105053,Bahia 306,Calle La Caldera  4 3  2 6,Arona,_U,38650,0,1,3,-16.715338,28.051025
VV-38-4-0105054,Esperanza 2,Calle Galo Ponte 4   2 13,Granadilla De Abona,_U,38612,0,1,3,-16.537649,28.044271
VV-38-4-0105055,Ocean Holiday J1,Calle Magarza  2 J   1,San Miguel De Abona,_U,38639,2,2,6,0,0
VV-38-4-0105056,Apto. Residencial En Costa Del Silencio,Calle Hercules 1  3 0 27,Arona,_U,38630,1,2,5,-16.643969,28.008953
VV-38-4-0105057,Joanna Gogolewska,Suecia 3   6,Granadilla De Abona,_U,38612,1,1,3,-16.734499,28.058969
VV-38-4-0105058,Casa Oceanita,"Calle Mequinez, 9a -9   Piso 204",Puerto De La Cruz,_U,38400,2,1,4,-16.551645,28.417133
VV-38-4-0105059,Flat On The Beach,Avenida Los Play Eros 13  1 1 2,Arona,_U,38650,1,1,3,-16.71603,28.052505
VV-38-4-0105060,Casa Olga,Calle San Felipe 2   Piso 302,Puerto De La Cruz,_U,38400,2,1,4,-16.551655,28.417456
VV-38-4-0105061,Hajnalka Apartman,Augusta Park 47    47a,San Miguel De Abona,_U,38639,0,2,4,-16.613169,28.030657
VV-38-4-0105062,Joanna Gogolewska,Rafael Puiglluvina  34 C,Arona,_U,38660,1,1,3,-16.734499,28.058969
VV-38-4-0105063,Playa Paradise,Calle Noelia Afonso Cabrer 2  C  5,Adeje,_U,38660,0,3,6,-16.730551,28.058666
VV-38-4-0105064,"Tenerife Delux, Royal Garden Las Américas","Calle Luis Diaz De Losada, Edif Icio Tenerif E Royal Garden 5 A  00 A05",Arona,_U,38660,0,0,2,-16.72872,28.05283
VV-38-4-0105065,Apartamento Alberca,Calle El Puente 4,Santiago Del Teide,_U,38683,0,1,3,-16.842575,28.235712
VV-38-4-0105066,Parque Santiago 1,Av Rafael Puig Lluvina  34 3 02 00 19,Arona,_U,38660,0,1,3,-16.734499,28.058969
VV-38-4-0105067,Juan Carlos Tallo,Calle La Caleta Del Jurado S/N   7 20,Santiago Del Teide,_U,38683,0,1,3,-16.839876,28.236126
VV-38-4-0105068,Casa Calma,Calle Mesa Del Mar 136   3º 305,Tacoronte,_U,38358,0,2,4,0,0
VV-38-4-0105069,The Beach Nest,Calle La Rambla 6    1004,Los Realejos,_U,38410,0,1,3,-16.590666,28.395544
VV-38-4-0105070,Las Maretas,"Avenida Santiago, Las Maretas. 9   2 1",Arico,_U,38588,1,1,3,-16.481062,28.097582
VV-38-4-0105071,Apartment In Central Los  Cristianos ,Avenida Juan Carlos  39 I,Arona,_U,38064,0,1,3,-16.708981,28.047216
VV-38-4-0105072,New Studio  Torres De Sol,Calle Nordica  2    C2-315,Arona,_U,38650,0,0,2,-16.725351,28.054535
VV-38-4-0105073,Las Terrezas 208,Avenida V Centenario 1  A 02 08,Adeje,_U,38670,0,2,4,0,0
VV-38-4-0105074, Casa La Dula ,Calle Los Angeles 12    A,El Sauzal,_U,38360,0,0,2,-16.440819,28.477997
VV-38-4-0105075,Viña Del Mar 410,Calle Guatemala 4    410,Adeje,_U,38660,0,1,3,-16.729448,28.073103
VV-38-4-0105076,Sol Paraiso 212,Cl El Aljibe 11   2 12,Adeje,_U,38678,0,2,4,-16.773088,28.123047
VV-38-4-0105077,Ocean View New Apartment ,Calle Barranquillo 1   2,Guia Isora,_U,38686,0,3,6,-16.829473,28.201811
VV-38-4-0105078,Ancor Apartamento Nautilus,Avenida Resistire 23 1a  Bajo 1,Arico,_U,38588,1,2,5,-16.446104,28.14357
VV-38-4-0105079,Penthouse With Scenic View,Calle Barranquillo 1   3,Guia Isora,_U,38686,0,2,4,-16.829473,28.201811
VV-38-4-0105080,Casa Vildvinge,Avda San Francisco  13    14,Arona,_U,38650,2,1,4,-16.705624,28.055511
VV-38-4-0105081,Casa Los Cucos,Calle La Palmita 3,La Orotava,_U,38314,0,2,4,-16.53059,28.399261
VV-38-4-0105082,Guest & Rest Holiday Sea View Apartment,Calle Sebastian Padron Acosta 6  1 5 8,Puerto De La Cruz,_U,38400,0,1,3,-16.542042,28.41242
VV-38-4-0105083,Mara,Calle Nordica 2  2 6 60,Arona,_U,38650,0,1,3,-16.725351,28.054535
VV-38-4-0105084,Apartamento Edificio Kanal,"Calle Hermano Pedro De Bethencourt, Número 13, Piso 2, Puerta 11.",Arona,_U,38650,1,1,3,-16.708496,28.054966
VV-38-4-0105085,Almogrote 1,Cl Princesa Guacimara  18,Granadilla De Abona,_U,38611,0,2,4,-16.555428,28.076578
VV-38-4-0105086,Almogrote 2 ,Cl Princesa Guacimara  18,Granadilla De Abona,_U,38611,1,1,3,-16.555428,28.076578
VV-38-4-0105087,Paula'S House,Calle Real 43    C3,La Matanza De Acentejo,_U,38370,0,2,4,-16.44787,28.452869
VV-38-4-0105088,Balcón Al Atlántico 212,Paseo Las Américas 46   2 212,Icod De Los Vinos,_U,38430,0,0,2,-16.722408,28.380341
VV-38-4-0105089, Joanna Ewa Fraczek,Juan Carlos I 39    Eb3,Arona,_U,38650,1,2,5,-16.70866,28.046391
VV-38-4-0105090,Veremundo Bajo,Veremundo Perera 17   Bajo,Santa Cruz Tenerife,_U,38006,0,2,4,-16.26639,28.468973
VV-38-4-0105091,Veremundo 1,Veremundo Perera 17   1,Santa Cruz Tenerife,_U,38006,0,4,8,-16.26639,28.468973
VV-38-4-0105092,Odisea,Cl Asturias  71   2 53,Adeje,_U,38660,0,3,6,-16.718956,28.091497
VV-38-4-0105093,Partment Sara ,Cl Londres  8  A  106,Adeje,_U,38660,0,2,4,-16.734943,28.087919
VV-38-4-0105094,Martianez House,Avenida Venezuela  6 Edificio Biskal  2 D,Puerto De La Cruz,_U,38400,1,2,5,-16.543491,28.417681
VV-38-4-0105095,La Perla 10,Calle La Perla 10,Tacoronte,_U,38350,0,3,6,-16.407871,28.481106
VV-38-4-0105096,Marina,Cl El Morro Chayofa 4  2 10 G,Arona,_U,38652,2,1,4,-16.692083,28.07432
VV-38-4-0105097,Cozy Loft,Calle Eladio Roca Y Salazar 10  A 7 B,Santa Cruz Tenerife,_U,38008,1,1,3,-16.276165,28.469227
VV-38-4-0105098,N&A,Calle San Cristobal  11,Santa Cruz Tenerife,_U,38006,1,1,3,-16.264143,28.468748
VV-38-4-0105099,Edificio La Plaza,Santo Domingo 109   1 A,La Victoria De Acentejo,_U,38380,0,2,4,-16.4732,28.436562
VV-38-4-0105100,Edificio La Plaza,Santo Domingo 109   1 B,La Victoria De Acentejo,_U,38380,0,2,4,-16.4732,28.436562
VV-38-4-0105101,Edificio La Plaza,Santo Domingo 109   2 A,La Victoria De Acentejo,_U,38380,0,2,4,-16.4732,28.436562
VV-38-4-0105102,Casa Sanabria,Sanabria  57,La Victoria De Acentejo,_U,38380,2,4,10,-16.470995,28.435884
VV-38-4-0105103,La Hermita,Santo Domingo 89,La Victoria De Acentejo,_U,38380,2,6,14,-16.473101,28.436886
VV-38-4-0105104,Apartamento Mecky,Paseo Maritimo  10 1  05 06,Arona,_U,38660,0,1,3,-16.714012,28.049347
VV-38-4-0105105,Dragonfly La Tejita,Calle Pizarro 1  5 2 A,Granadilla De Abona,_U,38612,0,1,3,-16.565134,28.034279
VV-38-4-0105106,El Peke,Cl Diana  2 1  01 108,Arona,_U,38630,0,0,2,-16.648304,28.011095
VV-38-4-0105107,Casa Marina San Miguel,Calle Tarajal 9 Leo  1 461,Arona,_U,38639,0,1,3,-16.61414,28.021877
VV-38-4-0105108,Cobijo Isleño,Avenida José Antonio Tavio 15    Ml1,Arona,_U,38630,0,3,6,-16.646568,28.013159
